PRODUTO;REFERENCIA;P_LIQ;QTD_STOCK;GAMA;FAMILIA;SUB-FAMILIA;MARCA;EAN;DETALHES;IMAGEM_IMPORTADA;ETIQUETA_ENERGETICA;MANUAL_INSTRUCOES;ESQUEMA_TECNICO
SECADOR ROUPA WHIRLPOOL 3-LWED-4830-FW;150242;513.4;0;MAQUINAS ROUPA;SECADORES ROUPA VENTILAÇAO;SECADORES ROUPA VENTILAÇAO 15KG;WHIRLPOOL;883049388984;"Capacidade Secagem: 15 Kg
<br>Sistema de Secagem: Exaustão
<br>Painel de controlo de 2 botões
<br>Secagem automática
<br>13 programas
<br>4 funções
<br>Temperaturas: sensor automático
<br>Garantia:Apenas para peças durante 1 ano
<br>Cor: Branco
<br>Dimensões (AxLxP): 1118x737x717 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150242.jpg;;;
MAQUINA LAVAR ROUPA WHIRLPOOL 3-LWTW-4815-FW;151407;550.31;0;MAQUINAS ROUPA;MAQUINAS LAVAR ROUPA;MAQUINAS LAVAR ROUPA 15KG;WHIRLPOOL;883049390284;"660 rpm
<br>Capacidade Lavagem: 15 Kg
<br>Nº de Programas: 12
<br>Painel de controlo de 3 botões
<br>Depósito para aditivos
<br>13 funções
<br>Nível de água com sensor automático
<br>4 temperaturas de água
<br>Garantia: Apenas para peças durante 1 ano
<br>Cor: Branco
<br>Dimensões (AxLxP): 1067x737x717 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151407.jpg;;;
FORNO ORIMA OR-45-LX;50506;113.28;(5+);ENCASTRE;FORNOS;FORNOS MULTIFUNÇOES;ORIMA;5603883210884;"Forno eléctrico 
<br>Ventoinha no Forno
<br>5 funções
<br>Volume útil do forno: 65 L
<br>Porta do forno amovível com vidro duplo
<br>Luz no Forno
<br>Relógio Digital
<br>Aquecimento superior e inferior
<br>Grelhador eléctrico
<br>Grelha e tabuleiro de recolha de molhos
<br>Painel de controlo preto
<br>Botões pretos
<br>Pega Inox
<br>Classe energética: A
<br>Dimensões do Produto: A585xL575xP570mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/050506.jpg;;;
SIDE BY SIDE LG GSJ-761-PZZZ SILVER;171022;1113.59;5;FRIO;FRIGORIFICOS SIDE BY SIDE;FRIGORIFICOS SIDE BY SIDE S/LIGAÇAO REDE;LG | LINHA BRANCA;8806098601141;"Capacidade de 601 litros (refrigeração de 405 litros + congelamento de 196 litros)
<br>Total No Frost
<br>Abastecimento de água: tanque de água interno (4L)
<br>Sem ligação à rede de água
<br>Nível ruído: 39 dB 
<br>Door-in-Door™
<br>(376 kWh / ano)
<br>Classe eficiência energética: A++
<br>Dimensões (AxLxP): 1790x912x738 mm
<br>
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171022.jpg;;;
MAQUINA LAVAR LOUÇA LG DF-315-FPS;171318;544.31;(5+);MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA INOX;LG | LINHA BRANCA;8806098671229;"Número de talheres: 14
<br>Consumo de água: 9.6lts
<br>Programas de lavagem: 10
<br>Número de opções: 8
<br>Funções chave: Vapor TrueSteam; QuadWash (4 braços pulverizadores multidirecionais); Inverter Direct Drive com 10 anos de garantia; Cestos reguláveis EasyRack Plus; Wi-Fi SmartThinQ
<br>3 níveis de lavagem: 3º cesto ajustável em altura
<br>Nível sonoro: 42dB
<br>Cuba: Aço Inox
<br>Cor: Platinum Silver
<br>Classe de eficiência energética: A++
<br>Dimensões (AxLxP): 845x600x598 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171318.jpg;;;
MAQUINA LAVAR LOUÇA LG DF-215-FP;171319;493.08;(5+);MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA INOX;LG | LINHA BRANCA;8806098537679;"Número de talheres: 14
<br>Consumo de água: 9,6lts
<br>Programas de lavagem: 9
<br>Número de opções: 8
<br>Funções chave: QuadWash (4 braços pulverizadores multidirecionais); Inverter Direct Drive com 10 anos de garantia; Cestos reguláveis EasyRack Plus; Wi-Fi Smart ThinQ
<br>3 níveis de lavagem: 3º cesto ajustável em altura
<br>Nível sonoro: 44dB
<br>Cuba: Aço Inox
<br>Cor: Inox
<br>Classe de eficiência energética: A++
<br>Dimensões (AxLxP): 845x598x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171319.jpg;;;
MAQUINA LAVAR LOUÇA LG DF-215-FW;171320;461.06;(5+);MAQUINAS LOUÇA;MAQUINAS LAVAR LOUÇA;MAQUINAS LAVAR LOUÇA BRANCAS;LG | LINHA BRANCA;8806098547029;"Número de talheres: 14
<br>Consumo de água: 9,6lts
<br>Programas de lavagem: 9
<br>Número de opções: 8
<br>Funções chave: QuadWash (4 braços pulverizadores multidirecionais); Inverter Direct Drive com 10 anos de garantia; Cestos reguláveis EasyRack Plus; Wi-Fi Smart ThinQ
<br>3 níveis de lavagem: 3º cesto ajustável em altura
<br>Nível sonoro: 44dB
<br>Cuba: Aço Inox
<br>Cor: Branco
<br>Classe de eficiência energética: A++
<br>Dimensões (AxLxP): 845x598x600 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/171320.jpg;;;
PORTA MAQUINA LAVAR LOUÇA SIEMENS SZ-73055-EP;27455;PRICE_LIQ_96714;0;ACESSORIOS;ACESSORIOS;ACESSORIOS;BOSCH | LINHA BRANCA;4242003451977;"Porta de aço para máquinas de lavar loiça totalmente integráveis de 60 cm de largura
<br>Pega tubular
<br>Dimensões (AxLxP): 700x590x21 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/027455.jpg;;;
CONGELADOR VERTICAL SAMSUNG RZ-32-M-7115-S-9;514107;474.28;0;FRIO;CONGELADORES VERTICAIS;CONGELADORES VERTICAIS NF 180-189CM;SAMSUNG | LINHA BRANCA;8806088602509;"Capacidade Líquida do Congelador: 315L
<br>Capacidade Bruta do Congelador: 330 l
<br>No frost
<br>Fluxo de ar múltiplo ""Multi-Flow""
<br>Display Digital metálico
<br>Iluminação LED 
<br>Função Power Freeze (Congelação Rápida)
<br>Portas reversíveis
<br>Pega de Abertura Fácil
<br>Nível de ruído: 41 dBa
<br>Consumo de Energia Anual (kWh): 352
<br>Cor: Inox
<br>Classe de Eficiência Energética: A+
<br>Dimensões (LxAxP mm): 595x1853x694
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/514107.jpg;;;
FORNO CANDY FCNE-625-X WIFI;571068;237.93;0;ENCASTRE;FORNOS;FORNOS MULTIFUNÇOES;CANDY;8016361999039;"Multifunções 70 L
<br>Aqua Activa
<br>Sistema de refrigeração por ventoínha
<br>Controlo electrónico por toque com display XL
<br>Função Simply-FI (wifi)
<br>Função Soft Cook (reduz 50% da humidade - indicado para sobremesas)
<br>Botões inox
<br>Temporizador
<br>Controlo mecânico da temperatura
<br>8 modos de cozedura
<br>2 camadas de vidro na porta
<br>Grelhador
<br>Pega em inox
<br>Porta ""Soft Close""
<br>Grelhas laterais
<br>1 prateleira
<br>Guias telescópicas
<br>2 tabuleiros para assados
<br>Consumo energia cozedura convencional: 0,92 KWh
<br>Temparetura máxima 245ºC
<br>Potência máxima obsorvida: 2.1 kW
<br>Acabamento: Inox
<br>Classe energética: A+
<br>Dimensões (AxLxP): 595x595x568 mm
<br>Dimensões necessárias para encastre (AxLxP): 590x560x560 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/571068.jpg;;;
FORNO CANDY FCT-825-XL WIFI;571069;220.22;0;ENCASTRE;FORNOS;FORNOS MULTIFUNÇOES;CANDY;8016361988125;"Forno elétrico
<br>Capacidade: 70 litros
<br>Controlo rotativo
<br>Temporizador digital
<br>Classe de eficiência energética: A+
<br>Consumo energético (convencional): 0,87 kWh
<br>Consumo energético (convecção forçada): 0,68 kWh
<br>Dimensões (AxLxP): 595x595x567 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/571069.jpg;;;
MICRO ONDAS WHIRLPOOL AMW-4900-IX;151340;178.37;1;ENCASTRE;MICRO ONDAS ENCASTRE;MICRO ONDAS ENCASTRE S/GRILL 21 A 29L;WHIRLPOOL;8003437396427;"Microondas de 22 litros
<br>4 níveis de potência
<br>Com funções: Jet Start, Jet Defrost, Micro-ondas e Descongelação Manual
<br>Sistema 3D
<br>Bloqueio de segurança para crianças
<br>Diâmetro do prato rotativo: 250 mm
<br>Dimensões do Produto: A382xL595xP320 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/151340.jpg;;;
COMBINADO WHIRLPOOL W-84-BE-72-X;150541;650.05;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437236389;"Capacidade: 611 Litros
<br>Capacidade Refrigerador: 396 Litros
<br>Capacidade Congelador: 162 Litros
<br>Tecnologia: Dual No Frost
<br>Consumo: 368 kWh/ano
<br>Classe Energética: A++
<br>Capacidade de Congelação: 10 Kg/24h
<br>Display eletrónico touch control exterior
<br>Tecnologia 6º Sentido (sensores de regulação de temperatura)
<br>3 prateleiras de vidro
<br>Fresh Box 0º
<br>Fresh Box+
<br>5 prateleiras na porta
<br>Iluminação interior
<br>Twist Ice: armazenador de gelo
<br>3 gavetas no congelador
<br>Portas reversíveis
<br>Dimensões (AxLxP): 1860x840x750 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150541.jpg;;;
COMBINADO WHIRLPOOL W-9931-DKS;150542;550.8;0;FRIO;COMBINADOS;COMBINADOS NF 200-209CM;WHIRLPOOL;8003437902390;"Capacidade: 388 Litros
<br>Capacidade Refrigerador: 252 Litros
<br>Capacidade Congelador: 122 Litros
<br>Tecnologia: Dual No Frost
<br>Consumo: 181 kWh/ano
<br>Classe Energética: A+++
<br>Capacidade de Congelação: 13 Kg/24h
<br>Autonomia: 22 horas
<br>Cor: Preto / Inox
<br>Display eletrónico externo
<br>Tecnologia 6º Sentido Sense Precision Control
<br>Fresh Box 0º
<br>Função refrigeração rápida
<br>FreshBox+: gaveta com controlo deslizante da humidade
<br>Fresh Pad: esponja para superfície anti-bacteriana
<br>Tampa da ventoinha em metal
<br>Prateleira para garrafas
<br>Portas reversíveis
<br>20 anos de garantia no compressor
<br>Dimensões (AxLxP): 2011x595x663 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150452.jpg;;;
COMBINADO WHIRLPOOL W-9841-DIXH;150543;534.26;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437902321;"Capacidade: 356 Litros
<br>Capacidade Refrigerador: 221 Litros
<br>Capacidade Congelador: 97 Litros
<br>Tecnologia: Dual No Frost
<br>Consumo: 156 kWh/ano
<br>Classe Energética: A+++
<br>Capacidade de Congelação: 13 Kg/24h
<br>Autonomia: 22 horas
<br>Cor: Inox
<br>Display eletrónico externo
<br>Tecnologia 6º Sentido Sense Precision Control
<br>Fresh Box 0º
<br>Função refrigeração rápida
<br>FreshBox+: gaveta com controlo deslizante da humidade
<br>Fresh Pad: esponja para superfície anti-bacteriana
<br>Prateleira Flexi
<br>Tabuleiro Freeze Pad
<br>Multiflow e tampa da ventoinha em metal
<br>Prateleira para garrafas
<br>Portas reversíveis
<br>20 anos de garantia no compressor
<br>Dimensões (AxLxP): 1888x595x684 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150543.jpg;;;
COMBINADO WHIRLPOOL W-9931-DIXH;150544;523.23;0;FRIO;COMBINADOS;COMBINADOS NF 200-209CM;WHIRLPOOL;8003437902383;"Capacidade: 388 Litros
<br>Capacidade Refrigerador: 252 Litros
<br>Capacidade Congelador: 97 Litros
<br>Tecnologia: Dual No Frost
<br>Classe Energética: A+++
<br>Consumo: 181 kWh/ano
<br>Capacidade de Congelação: 13 Kg/24h
<br>Autonomia: 22 horas
<br>Cor: Spring Inox
<br>Dimensões (AxLxP): 2011x595x688 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150544.jpg;;;
COMBINADO WHIRLPOOL W-9831-DIXH;150545;495.66;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437902307;"Capacidade: 356 Litros
<br>Capacidade Refrigerador: 221 Litros
<br>Capacidade Congelador: 97 Litros
<br>Tecnologia: Dual No Frost
<br>Consumo: 174 kWh/ano
<br>Classe Energética: A+++
<br>Capacidade de Congelação: 13 Kg/24h
<br>Autonomia: 22 horas
<br>Cor: Spring Inox
<br>Display eletrónico exterior
<br>Tecnologia 6º Sentido Sense Precision Control
<br>FreshBox+: gaveta com controlo deslizante da humidade
<br>FreshBox 0º
<br>Fresh Pad: esponja para superfície anti-bacteriana
<br>Prateleira Flexi
<br>Tabuleiro Freeze Pad
<br>Multiflow e tampa da ventoinha em metal
<br>Prateleira para garrafas
<br>Iluminação interior
<br>3 gavetas no congelador
<br>Portas reversíveis
<br>20 anos de garantia no compressor
<br>Dimensões (AxLxP): 1888x595x688 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150545.jpg;;;
COMBINADO WHIRLPOOL W-7921-IOX AQUA;150546;412.96;0;FRIO;COMBINADOS;COMBINADOS NF 200-209CM;WHIRLPOOL;8003437902833;"Capacidade: 407 Litros
<br>Capacidade Refrigerador: 256 Litros
<br>Capacidade Congelador: 104 Litros
<br>Tecnologia: No Frost
<br>Classe Energética: A++
<br>Consumo: 278 kWh/ano
<br>Capacidade de Congelação: 10 Kg/24h
<br>Autonomia: 17 horas
<br>Cor: Optic Inox
<br>Dimensões (AxLxP): 2011x621x677 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150546.jpg;;;
COMBINADO WHIRLPOOL W-7821-OX;150547;373.55;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437902604;"Tecnologia/Número de velocidades: Total NoFrost
<br>Capacidade: 338 Litros
<br>Portas reversíveis
<br>Display electrónico externo
<br>Tecnologia 6º Sentido Fresh Control
<br>15 anos de garantia no compressor
<br>Nível de ruído: 40 dB
<br>Classe Energética: A++
<br>Dimensões (AxLxP): 1890x607x677 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150547.jpg;;;
COMBINADO WHIRLPOOL W-7821-IOX;150548;363.34;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437902598;"Capacidade: 378 Litros
<br>Capacidade Refrigerador: 234 Litros
<br>Capacidade Congelador: 104 Litros
<br>Tecnologia: Total No Frost
<br>Consumo: 271 kWh/ano
<br>Classe Energética: A++
<br>Capacidade de Congelação: 10 Kg/24h
<br>Autonomia: 17 horas
<br>Cor: Optic Inox
<br>Display eletrónico externo
<br>Tecnologia 6º Sentido Sense Control
<br>Fresh Box 0º
<br>FreshBox+: gaveta com controlo deslizante da humidade
<br>Humidity Control
<br>3 prateleiras de vidro
<br>Iluminação interior
<br>3 gavetas no congelador
<br>Portas reversíveis
<br>15 anos de garantia no compressor
<br>Dimensões (AxLxP): 1890x607x677 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150548.jpg;;;
COMBINADO WHIRLPOOL W-7821-OW;150549;357.82;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437902581;"Capacidade: 378 Litros
<br>Capacidade Refrigerador: 234 Litros
<br>Capacidade Congelador: 104 Litros
<br>Tecnologia: Total No Frost
<br>Classe Energética: A++
<br>Consumo: 271 kWh/ano
<br>Capacidade de Congelação: 10 Kg/24h
<br>Autonomia: 17 horas
<br>Cor: Branco
<br>Dimensões (AxLxP): 1890x605x677 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150549.jpg;;;
COMBINADO WHIRLPOOL W-7821-IW;150550;341.28;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;WHIRLPOOL;8003437902574;"Capacidade: 378 Litros
<br>Capacidade Refrigerador: 234 Litros
<br>Capacidade Congelador: 104 Litros
<br>Tecnologia: No Frost
<br>Classe Energética: A++
<br>Consumo: 271 kWh/ano
<br>Capacidade de Congelação: 10 Kg/24h
<br>Autonomia: 17 horas
<br>Cor: Branco
<br>Dimensões (AxLxP): 1890x604x677 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/150550.jpg;;;
COMBINADO WHIRLPOOL W-5721-EOX;150564;286.15;0;FRIO;COMBINADOS;COMBINADOS 170-179CM;WHIRLPOOL;8003437902871;"Capacidade: 322 Litros
<br>Capacidade Refrigerador: 197 Litros
<br>Capacidade Congelador: 111 Litros
<br>Tecnologia: Less Frost
<br>Classe Energética: A++
<br>Consumo: 233 kWh/ano
<br>Capacidade de Congelação: 5 Kg/24h
<br>Autonomia: 24 horas
<br>Cor: Optic Inox
<br>Display eletrónico interno
<br>Tecnologia 6º Sentido Sense Control
<br>Função refrigeração rápida
<br>4 prateleiras de vidro
<br>Prateleira para garrafas
<br>Iluminação interior
<br>3 gavetas no congelador
<br>Portas reversíveis
<br>5 anos de garantia no compressor
<br>Dimensões (AxLxP): 1760x595x655 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150564.jpg;;;
COMBINADO WHIRLPOOL W-5721-EW;150565;PRICE_LIQ_96763;0;FRIO;COMBINADOS;COMBINADOS 170-179CM;WHIRLPOOL;8003437902864;"Capacidade: 322 Litros
<br>Capacidade Refrigerador: 197 Litros
<br>Capacidade Congelador: 111 Litros
<br>Tecnologia: Less Frost
<br>Classe Energética: A++
<br>Consumo: 233 kWh/ano
<br>Capacidade de Congelação: 5 Kg/24h
<br>Autonomia: 24 horas
<br>Cor: Branco
<br>Display eletrónico interno
<br>Tecnologia 6º Sentido Sense Control
<br>Função refrigeração rápida
<br>4 prateleiras de vidro
<br>Prateleira para garrafas
<br>Iluminação interior
<br>3 gavetas no congelador
<br>Portas reversíveis
<br>5 anos de garantia no compressor
<br>Dimensões (AxLxP): 1760x595x655 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150565.jpg;;;
FRIGORIFICO WHIRLPOOL WTE-31132-TS;150566;297.64;0;FRIO;FRIGORIFICOS 2 PORTAS;FRIGORIFICOS 2P 170-179CM;WHIRLPOOL;8003437896392;"Capacidade: 316 Litros
<br>Tecnologia: Estático
<br>Consumo: 228 kWh/ano
<br>Classe Energética: A++
<br>Capacidade de Congelação: 4 Kg/24h
<br>Cor: Branco
<br>Controlos mecânicos
<br>4 prateleiras de vidro
<br>Portas reversíveis
<br>Dimensões (AxLxP): 1725x595x640 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150566.jpg;;;
FRIGORIFICO WHIRLPOOL W-84-TE-72-X AQUA;150567;622.94;0;FRIO;FRIGORIFICOS 2 PORTAS;FRIGORIFICOS 2P 180-189CM;WHIRLPOOL;8003437236457;"Capacidade: 620 Litros
<br>Capacidade Refrigerador: 435 Litros
<br>Capacidade Congelador: 140 Litros
<br>Tecnologia: Dual No Frost
<br>Consumo: 363 kWh/ano
<br>Classe Energética: A++
<br>Capacidade de Congelação: 10 Kg/24h
<br>Cor: Inox
<br>Display eletrónico touch control exterior
<br>Tecnologia 6º Sentido (sensores de regulação de temperatura)
<br>Dispensador de água
<br>3 prateleiras de vidro
<br>Fresh Box 0º
<br>Fresh Box+
<br>Twist Ice: armazenador de gelo
<br>Portas reversíveis
<br>Dimensões (AxLxP): 1860x840x750 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/150567.jpg;;;
CONGELADOR VERTICAL WHIRLPOOL W-55-ZM-111-W;151228;162.11;0;FRIO;CONGELADORES VERTICAIS;CONGELADORES VERTICAIS <120CM;WHIRLPOOL;8003437239076;"Modelo: Tampo de mesa
<br>Cap. Útil. Cong: 102 L
<br>Capacidade líquida do congelador: 102 l
<br>Classe climática: SN-T
<br>Capacidade de congelação: 7,5 kg/24h
<br>Tempo de armazenamento durante falha de energia: 16 h
<br>Nível de ruído Lc IEC: 41 dB
<br>Classificação de estrelas: 4*
<br>Dobradiça da porta: Direita
<br>Classe de eficiência energética: A+
<br>Consumo de energia anual: 191 kWh
<br>Cor: Branco
<br>Largura: 540 mm
<br>Altura: 838 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151228.jpg;;;
MICRO ONDAS WHIRLPOOL MWF-421-BL;151341;129.57;0;PEQUENOS DOMESTICOS;MICRO ONDAS;MICRO ONDAS C/GRILL 21 A 29L;WHIRLPOOL;8003437860577;"Capacidade: 25 Litros
<br>Potência: 800 W
<br>Grill: 1000 W
<br>Ns de Potências: 7
<br>Cor: Preto
<br>Painel Touch
<br>Relógio digital
<br>Timer: 35 minutos
<br>Sinal fim de cozedura
<br>Funçoes: Jet Start, Defrost, Auto Cook, Auto Clean
<br>9 receitas automáticas
<br>Porta transparente
<br>Puxador da porta integrado na moldura
<br>Abertura lateral
<br>Bloqueio de segurança para crianças
<br>Acessórios Incluídos:Grelha grill
<br>Dimensões (AxLxP): 320x490x426 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151341.jpg;;;
MICRO ONDAS WHIRLPOOL WMWP-303-SB;151342;97.05;0;PEQUENOS DOMESTICOS;MICRO ONDAS;MICRO ONDAS C/GRILL = > 30L;WHIRLPOOL;8003437861222;"Capacidade: 30 Litros
<br>Potência: 900 W
<br>Grill: 1050 W
<br>Nº de Potências: 7
<br>Cor: Preto / Silver
<br>Acessórios Incluídos: Prato rotativo: 31,5 cm
<br>Dimensões (AxLxP): 388x539x319 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151342.jpg;;;
MICRO ONDAS WHIRLPOOL MWP-253-SX;151343;91.63;0;PEQUENOS DOMESTICOS;MICRO ONDAS;MICRO ONDAS C/GRILL 21 A 29L;WHIRLPOOL;8003437861536;"Capacidade: 25 Litros
<br>Potência: 900 W
<br>Grill: 1000 W
<br>Nº de Potências: 7
<br>Cor: Inox / Silver
<br>Acessórios Incluídos: Prato rotativo: 27 cm
<br>Dimensões (AxLxP): 281x483x419 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151343.jpg;;;
MICRO ONDAS WHIRLPOOL MWP-253-B;151344;86.2;0;PEQUENOS DOMESTICOS;MICRO ONDAS;MICRO ONDAS C/GRILL 21 A 29L;WHIRLPOOL;8003437861529;"Capacidade: 25 Litros
<br>Potência: 900 W
<br>Grill: 1000 W
<br>Nº de Potências: 7
<br>Cor:Preto / Silver
<br>Acessórios Incluídos: Prato rotativo: 27 cm
<br>Dimensões (AxLxP): 281x483x419 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151344.jpg;;;
MICRO ONDAS WHIRLPOOL MWP-203-SB;151345;75.36;0;PEQUENOS DOMESTICOS;MICRO ONDAS;MICRO ONDAS C/GRILL ATÉ 20L;WHIRLPOOL;8003437861826;"Capacidade: 20 Litros
<br>Potência: 700 W
<br>Grill: 1000 W
<br>Nº de Potências: 5
<br>Cor: Preto / Silver
<br>Painel Touch
<br>Relógio digital
<br>AUTO COOK: programas automáticos
<br>Grill de Quartzo
<br>Sinal fim de cozedura
<br>Funçoes: Jet Start, Manter quente, Levedar massa, Amolecer / Derreter, Auto Clean
<br>Abertura lateral
<br>Iluminaçao interior
<br>Acessórios Incluídos:Prato rotativo: 24,5 cm
<br>Dimensões (AxLxP): 262x452x363 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/produtos/151345.jpg;;;
